,indices_behind_to_use_range,number_of_nearby_locations_to_use,hidden_layer_sizes,alpha,airlocation_id,nearby_airlocation_ids,prediction_type,error_results
551,"range(0, 17, 2)",3.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.734231193829974, '24_ahead': 27.665038456244268, '35_ahead': 30.294189159343055, '2_ahead': 18.837778194515266, '46_ahead': 32.606728610721397}"
552,"range(0, 17, 2)",3.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.689916982842757, '24_ahead': 22.138259736720034, '35_ahead': 25.900335306190684, '2_ahead': 9.693205526315138, '46_ahead': 27.510553281764224}"
553,"range(0, 17, 2)",3.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 18.691605778556287, '24_ahead': 24.431011901745549, '35_ahead': 28.30178705266654, '2_ahead': 7.6915203918221646, '46_ahead': 31.76898073274161}"
554,"range(0, 17, 2)",3.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.92269446460762, '24_ahead': 24.638815967658637, '35_ahead': 28.714991143453759, '2_ahead': 14.773663864633404, '46_ahead': 30.801880887604796}"
555,"range(0, 17, 2)",3.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 24.10480194472068, '24_ahead': 27.196670203824709, '35_ahead': 31.585714996533287, '2_ahead': 20.44318767589678, '46_ahead': 34.092141404645048}"
556,"range(0, 17, 2)",3.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.496808050128106, '24_ahead': 19.562501572576288, '35_ahead': 23.191711481970898, '2_ahead': 5.5377105067157659, '46_ahead': 23.304955278605245}"
557,"range(0, 17, 2)",3.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.807129538370301, '24_ahead': 23.234983737565742, '35_ahead': 27.673097546715276, '2_ahead': 5.1368702168503466, '46_ahead': 31.523413388153021}"
558,"range(0, 17, 2)",3.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.758018308114973, '24_ahead': 24.053009759796907, '35_ahead': 28.33587805730555, '2_ahead': 14.375457862840578, '46_ahead': 30.507437819702719}"
559,"range(0, 17, 2)",3.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.627045791835396, '24_ahead': 26.833944936516506, '35_ahead': 29.489856630086305, '2_ahead': 18.905367467049913, '46_ahead': 32.008402366107731}"
560,"range(0, 17, 2)",3.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.968833625234797, '24_ahead': 19.251353834675854, '35_ahead': 21.426231249899935, '2_ahead': 7.3246250040413008, '46_ahead': 23.433499779164364}"
561,"range(0, 17, 2)",3.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.397478669196076, '24_ahead': 23.410008673057597, '35_ahead': 28.330973363041569, '2_ahead': 6.3940158272151333, '46_ahead': 31.522243430826755}"
562,"range(0, 17, 2)",3.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.989087811202889, '24_ahead': 24.391560063306809, '35_ahead': 27.854978342257727, '2_ahead': 14.64451664599153, '46_ahead': 30.753818057587704}"
563,"range(0, 17, 2)",3.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.375873722290748, '24_ahead': 27.139144597881767, '35_ahead': 30.125518101378436, '2_ahead': 18.998439456839325, '46_ahead': 32.674068158455334}"
564,"range(0, 17, 2)",3.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.243832368572731, '24_ahead': 19.918657415751344, '35_ahead': 22.438713623101133, '2_ahead': 6.5472716365948793, '46_ahead': 24.535746214773514}"
565,"range(0, 17, 2)",3.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.899088694063217, '24_ahead': 23.445018844296786, '35_ahead': 28.005871790177199, '2_ahead': 6.0782165359453417, '46_ahead': 30.879832427734524}"
566,"range(0, 17, 2)",3.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.664861283439173, '24_ahead': 24.013917994891454, '35_ahead': 27.584037329384142, '2_ahead': 14.170097415370895, '46_ahead': 30.054687304603146}"
567,"range(0, 17, 2)",3.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.431160493729386, '24_ahead': 26.450447604122015, '35_ahead': 29.549471140840254, '2_ahead': 18.835681892484377, '46_ahead': 32.097631241399597}"
568,"range(0, 17, 2)",3.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.123956833745167, '24_ahead': 18.928911515968494, '35_ahead': 23.085781691266838, '2_ahead': 6.7158871618151501, '46_ahead': 22.579327191955706}"
569,"range(0, 17, 2)",3.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.711109631324266, '24_ahead': 23.306222694090231, '35_ahead': 27.540909082656775, '2_ahead': 5.1063240772143397, '46_ahead': 31.087148832583523}"
570,"range(0, 17, 2)",3.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.985310924815185, '24_ahead': 23.66970574415523, '35_ahead': 27.79185853356725, '2_ahead': 14.327214335621219, '46_ahead': 30.75660098044025}"
571,"range(0, 17, 2)",3.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.855139572868989, '24_ahead': 26.995261357670522, '35_ahead': 30.224478969890331, '2_ahead': 19.074561277312405, '46_ahead': 32.452575266009596}"
572,"range(0, 17, 2)",3.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.829466555239588, '24_ahead': 18.389308929279181, '35_ahead': 23.003531787446359, '2_ahead': 6.2759565294869919, '46_ahead': 21.594728568051959}"
573,"range(0, 17, 2)",3.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.515144991197502, '24_ahead': 23.287305757676407, '35_ahead': 28.491042168488018, '2_ahead': 5.0438585508084204, '46_ahead': 30.947370385842333}"
574,"range(0, 17, 2)",3.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.615374723391884, '24_ahead': 24.472100328504641, '35_ahead': 28.240467787960121, '2_ahead': 15.192789851537899, '46_ahead': 30.615496865751858}"
575,"range(0, 17, 2)",3.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.554923436520085, '24_ahead': 26.653750011737358, '35_ahead': 29.535243649758247, '2_ahead': 18.631885828874292, '46_ahead': 32.430682758015664}"
576,"range(0, 17, 2)",3.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.570756101893261, '24_ahead': 20.18979083373253, '35_ahead': 22.020842941363764, '2_ahead': 6.8874512983590668, '46_ahead': 21.022370885585769}"
577,"range(0, 17, 2)",3.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.256048101641145, '24_ahead': 22.412343073152829, '35_ahead': 31.368348961652551, '2_ahead': 7.9951476742853114, '46_ahead': 32.197584872880881}"
578,"range(0, 17, 2)",3.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.956147524036041, '24_ahead': 23.932760707510738, '35_ahead': 32.208392479809099, '2_ahead': 14.579537464215019, '46_ahead': 30.0111807577394}"
579,"range(0, 17, 2)",3.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.02919489926904, '24_ahead': 28.631751128699353, '35_ahead': 46.091682920673946, '2_ahead': 19.65652676884903, '46_ahead': 40.10732759195961}"
580,"range(0, 17, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.128179677636762, '24_ahead': 20.027042469328929, '35_ahead': 18.023593636305058, '2_ahead': 6.4126634836659431, '46_ahead': 19.751927554696934}"
581,"range(0, 17, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.165333206235562, '24_ahead': 23.473707146055251, '35_ahead': 27.469807646512283, '2_ahead': 8.2964365245879215, '46_ahead': 30.618369544640629}"
582,"range(0, 17, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.004429545392348, '24_ahead': 23.822286312839221, '35_ahead': 27.752280118446883, '2_ahead': 14.208802396750851, '46_ahead': 30.031897980324501}"
583,"range(0, 17, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.842316353371562, '24_ahead': 28.050909129131398, '35_ahead': 29.742551773329762, '2_ahead': 20.619401846896874, '46_ahead': 32.186557244758056}"
584,"range(0, 17, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.606295050515929, '24_ahead': 18.460568476790154, '35_ahead': 20.724228634101557, '2_ahead': 6.106355661851997, '46_ahead': 24.727639176423384}"
585,"range(0, 17, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.891915357834858, '24_ahead': 24.393857442917323, '35_ahead': 26.895016491511704, '2_ahead': 5.6692238210100907, '46_ahead': 31.237262841397001}"
586,"range(0, 17, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.60315436802912, '24_ahead': 24.756749064818891, '35_ahead': 39.176584843188607, '2_ahead': 19.90825205860504, '46_ahead': 35.493273364714057}"
587,"range(0, 17, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.353837115846346, '24_ahead': 27.083453481738982, '35_ahead': 30.076454319605581, '2_ahead': 18.771209075250191, '46_ahead': 32.893903788211631}"
588,"range(0, 17, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.990734147792676, '24_ahead': 21.951209968294471, '35_ahead': 23.847205661304017, '2_ahead': 8.4305401659372041, '46_ahead': 27.121357369271887}"
589,"range(0, 17, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.599198575789384, '24_ahead': 23.720284704474874, '35_ahead': 28.353669938806245, '2_ahead': 6.0260056342579507, '46_ahead': 31.541328999444609}"
590,"range(0, 17, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 20.145735430592087, '24_ahead': 24.576057877216027, '35_ahead': 27.988138082284237, '2_ahead': 15.113431865960489, '46_ahead': 31.882049797660951}"
591,"range(0, 17, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 24.636603702091271, '24_ahead': 27.740758566856218, '35_ahead': 30.636487134642092, '2_ahead': 19.656192015064388, '46_ahead': 33.593239430411423}"
592,"range(0, 17, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 25.290294294970845, '24_ahead': 27.574861981539851, '35_ahead': 29.632229355626702, '2_ahead': 22.249577253475955, '46_ahead': 32.042794434074473}"
593,"range(0, 17, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.290919965533845, '24_ahead': 21.262718696304681, '35_ahead': 25.144478228542173, '2_ahead': 6.1949706558766353, '46_ahead': 27.864073783376163}"
594,"range(0, 17, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.808435858451766, '24_ahead': 23.410472095933279, '35_ahead': 27.690334155877917, '2_ahead': 5.1045139272558639, '46_ahead': 31.180811106252772}"
595,"range(0, 17, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 20.235790115816918, '24_ahead': 24.896888706495044, '35_ahead': 28.309273507597954, '2_ahead': 14.880554149505722, '46_ahead': 31.003397171061476}"
596,"range(0, 17, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.595041460145286, '24_ahead': 27.38390660782693, '35_ahead': 31.382888078027257, '2_ahead': 19.790608083156062, '46_ahead': 33.541356312067542}"
597,"range(0, 17, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 25.191926161772685, '24_ahead': 27.43771516916156, '35_ahead': 30.572937129303686, '2_ahead': 21.882403940662407, '46_ahead': 32.053904908876781}"
598,"range(0, 17, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.534024187717577, '24_ahead': 21.071878699026513, '35_ahead': 25.430882861449092, '2_ahead': 8.4517394297388204, '46_ahead': 26.448265064008652}"
599,"range(0, 17, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.137782894001617, '24_ahead': 23.989819163200121, '35_ahead': 28.045983833299296, '2_ahead': 7.2750389162049967, '46_ahead': 32.597841641207474}"
600,"range(0, 17, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.029795632720933, '24_ahead': 24.332344453638335, '35_ahead': 27.797462897173524, '2_ahead': 14.726305242395142, '46_ahead': 30.200773366199069}"
601,"range(0, 17, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.119081133803792, '24_ahead': 27.899140636079004, '35_ahead': 30.342090703435922, '2_ahead': 18.977428157232371, '46_ahead': 32.72587722599939}"
602,"range(0, 17, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 25.271427734983217, '24_ahead': 27.383873548070778, '35_ahead': 30.386469601347795, '2_ahead': 24.185109690034505, '46_ahead': 32.106091812972856}"
603,"range(0, 17, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 17.571162318319917, '24_ahead': 21.345056644017067, '35_ahead': 24.049836377829006, '2_ahead': 8.5078471368005033, '46_ahead': 26.023441633734855}"
604,"range(0, 17, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 19.033205369594413, '24_ahead': 24.613352691857738, '35_ahead': 28.452106742167047, '2_ahead': 6.3509125578659713, '46_ahead': 31.576018218341908}"
605,"range(0, 17, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 20.878710463878068, '24_ahead': 24.674146525347997, '35_ahead': 28.125981357525127, '2_ahead': 15.099538028579655, '46_ahead': 31.180768438206112}"
606,"range(0, 17, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 24.174190090580769, '24_ahead': 27.850757503949783, '35_ahead': 30.855916479980117, '2_ahead': 19.371489623655211, '46_ahead': 32.934306521159144}"
607,"range(0, 17, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 23.84051308322336, '24_ahead': 27.316483361342232, '35_ahead': 29.821078223498926, '2_ahead': 21.792954665027121, '46_ahead': 32.797378457408932}"
608,"range(0, 17, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.624536548307349, '24_ahead': 19.612279124525696, '35_ahead': 22.151390465816675, '2_ahead': 6.4028984059155496, '46_ahead': 22.453867788121354}"
609,"range(0, 17, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.948034117057105, '24_ahead': 23.734391330312032, '35_ahead': 27.687729362444802, '2_ahead': 5.7785605506288924, '46_ahead': 31.075786847858119}"
610,"range(0, 17, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.370687206675171, '24_ahead': 24.396181490323137, '35_ahead': 28.316483253399248, '2_ahead': 14.361267854376871, '46_ahead': 30.959461963485193}"
611,"range(0, 17, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.833795005767563, '24_ahead': 27.287461854321457, '35_ahead': 30.166565365027406, '2_ahead': 18.947101646582485, '46_ahead': 32.514638101278386}"
612,"range(0, 17, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.056269163695504, '24_ahead': 27.058359754919813, '35_ahead': 29.859282203148194, '2_ahead': 22.070695467087631, '46_ahead': 31.675609746546549}"
613,"range(0, 17, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.396174384409857, '24_ahead': 20.295770598526879, '35_ahead': 22.523423449200404, '2_ahead': 6.2659310752183579, '46_ahead': 22.6798429609427}"
614,"range(0, 17, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.176736099752205, '24_ahead': 23.566142752858035, '35_ahead': 28.411151479936851, '2_ahead': 5.9383985068931171, '46_ahead': 31.437560751542094}"
615,"range(0, 17, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.874717072541376, '24_ahead': 24.144714074735937, '35_ahead': 28.251196797632232, '2_ahead': 14.405594242224225, '46_ahead': 30.473704502548486}"
616,"range(0, 17, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.919985553639108, '24_ahead': 27.435609835299729, '35_ahead': 30.697199855752565, '2_ahead': 19.074626602094341, '46_ahead': 32.798768756463524}"
617,"range(0, 17, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.619820663565108, '24_ahead': 27.309491362044543, '35_ahead': 29.683420297886872, '2_ahead': 22.128975448676911, '46_ahead': 32.062059730034029}"
618,"range(0, 17, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.347307135403293, '24_ahead': 19.31472259270663, '35_ahead': 22.534430118739884, '2_ahead': 6.3870177302388509, '46_ahead': 22.266004448328687}"
619,"range(0, 17, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.658716123996488, '24_ahead': 23.221208724701448, '35_ahead': 27.40037306486682, '2_ahead': 5.4444110843772568, '46_ahead': 31.008153867636263}"
620,"range(0, 17, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.010743311134657, '24_ahead': 24.055523579568778, '35_ahead': 27.477470755532885, '2_ahead': 14.309799516224263, '46_ahead': 30.300849633778146}"
621,"range(0, 17, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.325191196940654, '24_ahead': 27.093199525204735, '35_ahead': 30.065113848909494, '2_ahead': 19.105184354819954, '46_ahead': 32.412599745453633}"
622,"range(0, 17, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.338183812852577, '24_ahead': 27.32714303011058, '35_ahead': 29.848203267167978, '2_ahead': 21.889001936500215, '46_ahead': 32.085890178193942}"
623,"range(0, 17, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.52838185663043, '24_ahead': 19.289641279390459, '35_ahead': 22.005678132093454, '2_ahead': 5.990485106433848, '46_ahead': 20.84216941235854}"
624,"range(0, 17, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.664053968916853, '24_ahead': 23.32409395149303, '35_ahead': 27.879538536657513, '2_ahead': 5.4192716555042857, '46_ahead': 31.21486686649396}"
625,"range(0, 17, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.258768925010106, '24_ahead': 24.30959438127115, '35_ahead': 28.468568980379036, '2_ahead': 14.353019050813096, '46_ahead': 31.345586613063865}"
626,"range(0, 17, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.513120304726648, '24_ahead': 26.436881933561089, '35_ahead': 29.617520413727817, '2_ahead': 18.845214846734706, '46_ahead': 32.079311304082509}"
627,"range(0, 17, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.153492830670128, '24_ahead': 27.194157061302775, '35_ahead': 29.698321158585927, '2_ahead': 21.800926566056766, '46_ahead': 31.706790257583769}"
628,"range(0, 17, 2)",4.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.398569211105267, '24_ahead': 20.919418505191736, '35_ahead': 22.196007907896064, '2_ahead': 5.9106322693396631, '46_ahead': 20.707003032560163}"
629,"range(0, 17, 2)",4.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.802976775762524, '24_ahead': 23.96779390700603, '35_ahead': 27.920483008727981, '2_ahead': 4.4150717845755638, '46_ahead': 31.291799021414818}"
630,"range(0, 17, 2)",4.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.915477905444927, '24_ahead': 24.0923995721352, '35_ahead': 27.462938026464194, '2_ahead': 14.475080652191902, '46_ahead': 30.573391066594915}"
631,"range(0, 17, 2)",4.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.900962522032955, '24_ahead': 26.828962138985961, '35_ahead': 30.002810678238138, '2_ahead': 18.874650203966421, '46_ahead': 32.285812392954149}"
